0,0016234; -0,0058264
0,0024306; -0,0094662
0,0037761; -0,012584
0,0045834; -0,016353
0,0059288; -0,019542
0,0076779; -0,022482
0,0092925; -0,024849
0,010907; -0,027091
0,012522; -0,029162
0,014136; -0,030682
0,015751; -0,032202
0,017365; -0,033505
0,018980; -0,034644
0,020594; -0,035914
0,022209; -0,036922
0,023823; -0,038007
0,025438; -0,038766
0,027053; -0,039470
0,028667; -0,039903
0,030282; -0,040172
0,031896; -0,040703
0,033511; -0,041255
0,035125; -0,041633
0,036740; -0,042065
0,038354; -0,042335
0,039969; -0,042930
0,041583; -0,043308
0,043198; -0,043252
0,044813; -0,043358
0,046427; -0,043736
0,048042; -0,043842
0,049656; -0,043948
0,051271; -0,044055
0,052885; -0,044052
0,054500; -0,044050
0,056114; -0,044265
0,057729; -0,044262
0,059344; -0,044205
0,060958; -0,044149
0,062573; -0,044309
0,064187; -0,044307
0,065802; -0,044522
0,067416; -0,044628
0,069031; -0,044625
0,070645; -0,044623
0,072260; -0,044620
0,073874; -0,044618
0,075489; -0,044615
0,077104; -0,044613
0,078718; -0,044610
0,080333; -0,044608
0,081947; -0,044606
0,083562; -0,044603
0,085176; -0,044601
0,086791; -0,044598
0,088405; -0,044596
0,090020; -0,044593
0,091634; -0,044754
0,093249; -0,044751
0,094864; -0,044749
0,096478; -0,044746
0,098093; -0,044744
0,099438; -0,044823
0,00076336; -0,0032379
