0,00068155; -0,0032317
0,0017579; -0,0074432
0,0025652; -0,011045
0,0040183; -0,014582
0,0055252; -0,019029
0,0066016; -0,022861
0,0082161; -0,025896
0,0092925; -0,028460
0,010907; -0,030697
0,012522; -0,033131
0,014136; -0,035576
0,015751; -0,037748
0,017365; -0,039866
0,018980; -0,042093
0,020594; -0,043993
0,022209; -0,045568
0,023823; -0,047033
0,025438; -0,048499
0,027053; -0,049747
0,028667; -0,051049
0,030282; -0,052080
0,031896; -0,053328
0,033511; -0,054195
0,035125; -0,055171
0,036740; -0,056148
0,038354; -0,056852
0,039969; -0,057448
0,041583; -0,058188
0,043198; -0,058784
0,044813; -0,059887
0,046427; -0,060428
0,048042; -0,061024
0,049656; -0,061619
0,051271; -0,062052
0,052885; -0,062702
0,054500; -0,063025
0,056114; -0,063404
0,057729; -0,063836
0,059344; -0,064124
0,060958; -0,064592
0,062573; -0,064970
0,064187; -0,065294
0,065802; -0,065618
0,067416; -0,065851
0,069031; -0,066157
0,070645; -0,066480
0,072260; -0,066641
0,073874; -0,066910
0,075489; -0,067125
0,077104; -0,067340
0,078718; -0,067447
0,080333; -0,067770
0,081947; -0,067931
0,083562; -0,068092
0,085176; -0,068198
0,086791; -0,068413
0,088405; -0,068465
0,090020; -0,068680
0,091634; -0,068732
0,093249; -0,068892
0,094864; -0,069053
0,096478; -0,069050
0,098093; -0,069102
