0,0012197; -0,0036794
0,0024306; -0,0083861
0,0039107; -0,013208
0,0055252; -0,015633
0,0098307; -0,021989
0,011445; -0,023183
0,013060; -0,024540
0,014674; -0,025625
0,016289; -0,026460
0,017903; -0,027414
0,019518; -0,028010
0,021133; -0,028823
0,022747; -0,029038
0,024362; -0,028709
0,025976; -0,029250
0,027591; -0,029574
0,029205; -0,030441
0,030820; -0,030221
0,032434; -0,030654
0,034049; -0,030978
0,035663; -0,029562
0,037278; -0,029994
0,038893; -0,030535
0,040507; -0,030478
0,042122; -0,030857
0,043736; -0,030528
0,045351; -0,030688
0,046965; -0,030414
0,048580; -0,030085
0,050194; -0,029974
0,051809; -0,030189
0,053423; -0,030078
0,055038; -0,029912
0,056653; -0,029475
0,058267; -0,029799
0,059882; -0,029361
0,061496; -0,029848
0,063111; -0,030280
0,064725; -0,030278
0,066340; -0,030330
0,067954; -0,030382
0,069569; -0,029944
0,071184; -0,029887
0,072798; -0,029831
0,074413; -0,029937
0,076027; -0,029717
0,077642; -0,030095
0,079256; -0,029603
0,080871; -0,029601
0,082485; -0,029272
0,084100; -0,029759
0,085714; -0,029267
0,087329; -0,029482
0,088944; -0,029534
0,090558; -0,029368
0,092173; -0,029257
0,093787; -0,028711
0,095402; -0,028926
0,097016; -0,029141
0,098631; -0,029247
0,0083969; -0,020038
0,0071247; -0,017573
0,0033079; -0,010638
0,0017812; -0,0061669
0,034860; -0,030178
