0,0012197; -0,0033532
0,0025652; -0,0063796
0,0039107; -0,011614
0,0071398; -0,014381
0,0087543; -0,016717
0,010369; -0,018509
0,011983; -0,019431
0,013598; -0,019917
0,015212; -0,020622
0,016827; -0,021544
0,018442; -0,021759
0,020056; -0,021539
0,021671; -0,022189
0,023285; -0,022947
0,024900; -0,023543
0,026514; -0,023921
0,028129; -0,024354
0,029743; -0,024786
0,031358; -0,024892
0,032973; -0,025107
0,034587; -0,025322
0,036202; -0,025428
0,037816; -0,024882
0,039431; -0,024336
0,041045; -0,024116
0,042660; -0,024984
0,044274; -0,024764
0,045889; -0,024924
0,047503; -0,024269
0,049118; -0,023669
0,050733; -0,024101
0,052347; -0,023881
0,053962; -0,023226
0,055576; -0,022898
0,057191; -0,023765
0,058805; -0,023599
0,060420; -0,023488
0,062034; -0,023649
0,063649; -0,023538
0,065264; -0,022883
0,066878; -0,023369
0,068493; -0,023313
0,070107; -0,023093
0,071722; -0,022764
0,073336; -0,022490
0,074951; -0,022106
0,076565; -0,021669
0,078180; -0,021993
0,079794; -0,021175
0,081409; -0,020955
0,083024; -0,021278
0,084638; -0,021874
0,086253; -0,021926
0,087867; -0,021869
0,089482; -0,021867
0,091096; -0,021701
0,092711; -0,021807
0,094325; -0,021315
0,095940; -0,022020
0,097554; -0,021419
0,099169; -0,021308
0,0033079; -0,0089409
0,0055980; -0,012793
