0,00068155; -0,0024569
0,0019373; -0,0063244
0,0028343; -0,0096034
0,0044488; -0,013788
0,0060634; -0,016123
0,0076779; -0,018857
0,0092925; -0,021256
0,010907; -0,022803
0,012522; -0,024160
0,014136; -0,025680
0,015751; -0,027363
0,017365; -0,028665
0,018980; -0,029805
0,020594; -0,030455
0,022209; -0,031159
0,023823; -0,031918
0,025438; -0,032513
0,027053; -0,032837
0,028667; -0,033052
0,030282; -0,033050
0,031896; -0,033645
0,033511; -0,033860
0,035125; -0,033912
0,036740; -0,034127
0,038354; -0,034233
0,039969; -0,034503
0,041583; -0,034881
0,043198; -0,035205
0,044813; -0,035202
0,046427; -0,035417
0,048042; -0,035850
0,049656; -0,035847
0,051271; -0,036062
0,052885; -0,035896
0,054500; -0,035622
0,056114; -0,036163
0,057729; -0,036270
0,059344; -0,036485
0,060958; -0,036700
0,062573; -0,036534
0,064187; -0,036477
0,065802; -0,036801
0,067416; -0,036798
0,069031; -0,036252
0,070645; -0,036358
0,072260; -0,035921
0,073874; -0,036353
0,075489; -0,036568
0,077104; -0,036457
0,078718; -0,036509
0,080333; -0,036996
0,081947; -0,037102
0,083562; -0,036773
0,085176; -0,036227
0,086791; -0,036334
0,088405; -0,036440
0,090020; -0,036220
0,091634; -0,036326
0,093249; -0,036867
0,094864; -0,036865
0,096478; -0,036482
0,098093; -0,036425
0,099169; -0,036423
