0.000610, -0.00133
0.00177, -0.00314
0.00241, -0.00508
0.00333, -0.00693
0.00514, -0.00882
0.00578, -0.0105
0.00694, -0.0126
0.00853, -0.0144
0.00976, -0.0160
0.0111, -0.0177
0.0128, -0.0194
0.0150, -0.0209
0.0174, -0.0225
0.0203, -0.0242
0.0237, -0.0257
0.0271, -0.0271
0.0304, -0.0283
0.0338, -0.0290
0.0372, -0.0297
0.0405, -0.0303
0.0439, -0.0306
0.0473, -0.0310
0.0506, -0.0314
0.0540, -0.0316
0.0574, -0.0317
0.0607, -0.0320
0.0641, -0.0321
0.0675, -0.0322
0.0709, -0.0324
0.0742, -0.0324
0.0776, -0.0324
0.0810, -0.0325
0.0843, -0.0325
0.0877, -0.0325
0.0911, -0.0326
0.0944, -0.0327
0.0978, -0.0326
0.0998, -0.0327
