0.000725, -0.00130
0.00195, -0.00327
0.00272, -0.00487
0.00409, -0.00652
0.00537, -0.00823
0.00700, -0.00991
0.00915, -0.0118
0.0114, -0.0135
0.0145, -0.0153
0.0179, -0.0166
0.0212, -0.0176
0.0246, -0.0184
0.0280, -0.0190
0.0313, -0.0194
0.0347, -0.0197
0.0381, -0.0199
0.0415, -0.0201
0.0448, -0.0202
0.0482, -0.0202
0.0516, -0.0204
0.0549, -0.0205
0.0583, -0.0205
0.0617, -0.0206
0.0650, -0.0206
0.0684, -0.0204
0.0718, -0.0204
0.0751, -0.0205
0.0785, -0.0206
0.0819, -0.0204
0.0852, -0.0204
0.0886, -0.0203
0.0920, -0.0202
0.0954, -0.0203
0.0986, -0.0203
