0.000725, -0.000795
0.00187, -0.00286
0.00287, -0.00437
0.00389, -0.00608
0.00593, -0.00757
0.00869, -0.00902
0.0121, -0.0102
0.0154, -0.0111
0.0187, -0.0117
0.0222, -0.0123
0.0255, -0.0126
0.0289, -0.0130
0.0323, -0.0132
0.0356, -0.0135
0.0390, -0.0137
0.0424, -0.0137
0.0457, -0.0138
0.0491, -0.0139
0.0525, -0.0140
0.0558, -0.0139
0.0592, -0.0141
0.0626, -0.0144
0.0660, -0.0143
0.0693, -0.0141
0.0727, -0.0142
0.0761, -0.0143
0.0794, -0.0143
0.0828, -0.0144
0.0862, -0.0144
0.0895, -0.0142
0.0929, -0.0142
0.0963, -0.0144
0.0990, -0.0144
